premise	hypo	label
The Commission determined almost twenty years ago that there was a need for specialized rules to facilitate Postal Service mail classification requests involving proposed new services, or changes in existing services, that were intended to serve as experiments.	Two decades ago, the Commission looked into the Postal Service.	Entailment
There has been a great deal of controversy and significant development of both theoretical and empirical knowledge about how to conduct CV surveys in the past decade.	There is no controversy over knowledge of CV surveys twenty years ago.	None
Hungerford answered that the summary of the conference would be published in an emergency medicine journal and that readers would include these groups.	Readers will be able to gain access to the medicine journal.	None
He once submitted an article with 95% confidence intervals and it was rejected because it had no p values.	One he submitted an article that had high confidence intervals.	Entailment
Todos os anos, em setembro, a Vogue Fashion Night Out garante uma noite muito diferente na cidade.	Hoje é a noite vogue Fashion Night out, ninguém pode ficar em casa.	None
It is this package that allows a manufacturer to build the product in the manufacturing facility.	The manufacturing plant was small but the product was large.	None
Low-income earners would pay a 5 percent tax on both types of investment income.	Low-income earners would pay a 5 percent rate for both capital gains and corporate dividends.	Paraphrase
A empresa divulgou aumento de 9,2% do lucro no primeiro trimestre sobre o mesmo período do ano passado.	A Cyrela também reagiu positivamente à divulgação do balanço do primeiro trimestre.	None
The nation's human capital and knowledge-forms of intangible capital-are not part of the NIPA definitions of saving and investment.	Intangible capital can not be defined as savings and/or investment in any situation.	None
'Azuis' vencem pela 1.ª vez na fase de grupos da Liga Europa.	Era o primeiro golo do Belenenses na fase de grupos da Liga Europa.	None
A Sony está mudando sua posição quanto aos seus smartphones à prova d’água.	Se você possui um Xperia à prova d’água, deveria seguir os avisos da Sony.	None
First, we identify the sectors or flows of First-Class Mail and evaluate their volume growth.	The evaluations prove there is more First-Class Mail than ever before.	None
The Commission discusses the two possible groups of small entities that would be subject to this rulemaking and concludes that as many as 100 broker-dealers and as many as 960 Nasdaq Small Cap issuers could be affected by this rulemaking.	The Commission discusses the two groups that would be affected by the rulemaking.	Entailment
O spin-off da série sucesso ‘The Walking Dead‘ estreou nos EUA quebrando recorde.	A produção de The Walking Dead frequentemente usa apelidos nas audições para evitar vazamentos.	None
Revaluation of inventory and related property.	Property can be revalued.	Entailment
It is crucial to the strategic planning process to measure the volume of our grantees' work and to evaluate the success of their approaches.	It's crucial that we measure the volume of our grantees work to see how successful their approach is for reducing errors.	None
Sangue é já uma marca comum pelas ruas de Damasco.	Damasco, capital da Síria, é apenas um dos palcos de terror que se vive no país.	None
De acordo com o ACNUR, em setembro deste ano foi ultrapassado o meio milhão de chegadas de migrantes às costas europeias.	Mais de meio milhão de migrantes e refugiados entraram na Europa através do Mediterrâneo só este ano.	None
O camisa 10 segue se recuperando de uma contratura lombar, enquanto o meia-atacante ainda sente dores no tornozelo.	Enquanto o argentino ainda se recupera de uma contratura lombar, o atacante sente dores no tornozelo.	None
The benefits to be gained in air quality were calculated by EPA for the first six years (including the interim program) to be reductions of 125,000 tons of hydrocarbons, 2,388,000 tons of carbon monoxide and 450,000 tons of nitrogen oxide.	The improvement in air quality is likely to prevent any future occurrences of acid rain.	None
We've done the best we can to keep it from being so drug-infested it becomes a war zone.	We have tried best we can to clean it up.	Entailment
O brasileiro Hulk garante que está muito satisfeito em São Petersburgo e não pensa em mudar de clube num futuro próximo.	O internacional brasileiro Hulk trocou o FC Porto pelo Zenit de São Petersburgo no verão de 2012.	None
Postal Service's domestic rates for First-Class and Priority Mail to the inbound mail distribution described above.	The USPS has really high mail rates.	None
AUTHORIZING AND APPROVING	Granting permission.	Entailment
In 1997, the volume of total First-Class Mail was 99.	In 1997 the first class mail volume was 99	Entailment
A federal judge yesterday disconnected a new national "do-not-call" list, just days before it was to take effect, saying the agency that created it lacked the authority.	A federal judge yesterday struck down the national do-not-call registry slated to take effect Oct. 1, ruling the Federal Trade Commission had no authority to create the list.	Paraphrase
Uma frase do autor homenageado em 2015 também foi descerrada na Praça Escritaria.	Foi descerrada uma frase do autor numa das praças da cidade.	Entailment
Mr. Clinton's national security adviser, Sandy Berger, said that the White House wasn't informed of the FBI activities.	Clinton’s national security adviser, Sandy Berger, said in an interview that the White House was not informed of the FBI activities.	Paraphrase
A candidatura de Lisboa à edição de 2016 do Web Summit foi anunciada no final de Agosto pelo Governo português.	A edição de 2015 da Web Summit ainda decorre em Dublin, entre 3 e 5 de Novembro.	None
A few hours later, the House voted 256 to 170 to pass the Healthy Forest Restoration Act sponsored by Rep. Scott McInnis, R-Colo.	The House voted 256-170 on Tuesday to approve the bill sponsored by Rep. Scott McInnis, R-Colo.	Paraphrase
O Hubble captou novas imagens e a NASA partilhou-as com o mundo num filme rápido e ultra definido de um minuto.	As imagens captadas pelo telescópio espacial Hubble revelam pormenores do planeta nunca antes vistos.	None
Zelon said her parents, an accountant and a housewife, gave her a strong sense of social responsibility.	According to Zelon, her parents, an accountant and a housewife, gave her a strong sense of social responsibility.	Entailment
Os interessados poderão fazer as suas ofertas, em envelope fechado, até ao dia 30 de outubro.	As ofertas podem ser feitas até ao final do mês de Outubro.	Entailment
Medical investigators matched the body's teeth to Aronov's dental records this morning, medical examiner's spokeswoman Ellen Borakove said.	Investigators matched the dead womans teeth to Aronovs dental records Wednesday morning, medical examiners spokeswoman Ellen Borakove said.	Paraphrase
This collaborative effort is a major step for Indiana in the area of pro se support.	Indiana is moving towards pro se support.	Entailment
Os trabalhadores estão concentrados na Praça da Matriz desde a manhã, onde está montado acampamento.	Desde cedo, os servidores já estavam concentrados na Praça da Matriz.	Entailment
A alta da inflação também contribuiu para a perda de atratividade da poupança.	Para completar o quadro, a poupança tem perdido atratividade.	Entailment
Apelou, por isso, à participação de todos os portugueses a votar, apesar da chuva.	Tenho a certeza de que as pessoas poderão votar, apesar da chuva.	None
(2) how should the federal government do business in the 21st century?	How should the federal government operate in the 21st century?	Entailment
The second thing is getting in there, digging so hard so that they understand completely and exactly what the facts are.	Digging hard to find the facts includes knowing why a business might want to break the law.	None
U.S. construction employment and unemployment ...	U.S. construction employment and unemployment in Montana	None
Assim, cada vaca leiteira emite entre 450 e 550 gramas de metano por dia.	As vacas leiteiras expelem cerca de 450 a 550 gramas de metano por dia.	Paraphrase
BUSINESS TYPE ACTIVITY - Significantly self-sustaining activity which finances its continuing cycle of operations through collection of exchange revenue.	An activity that keeps a company in business independently is referred to as 'business type activity'.	Entailment
If certain pertinent information is prohibited from general disclosure, the audit report should state the nature of the information omitted and the requirement that makes the omission necessary.	There are many unnecessary requirements that prohibit the disclosure of certain information.	None
An additional nine were for other pro se projects.	The other pro se projects included an additional nine.	Entailment
There's a disconnect between lawyers and the people who need their services.	The lawyers don't understand their customers.	Entailment
In considering required reporting of stewardship information, the Board became increasingly aware of the need to be highly selective in proposing requirements for the consolidated financial report of the Federal Government.	There is the need to be highly selective in proposing precise requirements about that topic, and the Board has become aware of that, but was too late.	None
The condition is associated with heart disease, chronic kidney disease, blindness, and amputations.	Those with diabetes run the risk of severe complications, including heart disease, chronic kidney disease, blindness and amputations.	Paraphrase
The replacement rate can be calculated as a simple percentage of pretax income.	A percentage of pretax income can be used to calculate the replacement rate.	Entailment
Na Faculdade Martha Falcão, os alunos saíram das salas de aulas e ficaram no pátio após o tremor.	Estudantes ficam no pátio do Martha Falcão depois do tremor de terra.	Entailment
Out of the 43 counties in the LSSM service region, Butler County has the fifth highest number of cases served in 2001 and the third largest number of attorney panel members.	A review is currently being done to evaluate the effectiveness of the attorney panel members.	None
Other objectives of financial audits may include	Objectives of financial audits might include	Entailment
The CIO states, aIf you donat have a lot of money to spend, you have to ask yourself, what are the little things you can do to show your appreciation.	A good way one can show their appreciation is to volunteer.	None
R97-1, referring to period 1977-95, Postal Service volume witness Tolley first observed that the general trend has been a decrease in the share of First-Class letters sent by households and an increase in the share sent by non-households.	Tolley spent years collecting data at the Postal Service.	None
It was prepared under the direction of Jack L. Brock, Director, Governmentwide and Defense Information Systems, who can be reached at 202-512-6240 or brockj.aimd@gao.gov.	Jack Brock is the director.	Entailment
A temporada não acabou, mas os Grand Slams, sim.	Em 1969, Rod Laver venceu os quatro grand slams.	None
Second research  What are the sources of these shifts in the consumption of postal delivery services?	Consumption of postal delivery services have changed.	Entailment
OSI conducts its investigations and other work in accordance with the standards established by the President's Council on Integrity and Efficiency as adapted for GAO's work.	These standards mostly focus on correct procedures for document destruction.	None
The House would limit the increases to troops serving in Iraq and Afghanistan, not to those supporting the nation's war efforts from bases outside the combat zone.	The House would limit the increases to those troops in the Iraq and Afghanistan combat zones, but not troops supporting those war efforts from bases outside the combat zone.	Paraphrase
Hong Kong-based Phoenix TV quoted unnamed experts as saying launch will be between Oct. 10 and 17 and will carry two men.	The Web site of Hong Kong-based Phoenix TV quoted unnamed experts as saying it would happen between Oct. 10 and 17 and carry two men.	Paraphrase
"I think the financial diplomacy here of the sort that we are engaged in is the surest course to get the result we want."	"The financial diplomacy we're engaged in is the surest course to get what we want," Mr. Snow said.	Paraphrase
The Commissioner of Internal Revenue provided written comments generally agreeing with the contents of a draft of this report.	The Commissioner likes to wear silly bow ties sometimes.	None
The discovery was published yesterday in the New England Journal of Medicine.	They appear in the Oct. 23 issue of The New England Journal of Medicine.	Paraphrase
All of this required muscle.	This all required strength.	Entailment
The data show that, if anything, trading may be expected to cool hot spots and not create them.	The data shows trading may cool hot spots	Entailment
Bremer said one initiative is to launch a US$70 million nationwide program in the next two weeks to clean up neighborhoods and build community projects.	Bremer said he would launch a $70-million program in the next two weeks to clean up neighborhoods across Iraq and build community projects, but gave no details.	Paraphrase
A number below 50 suggests contraction in the manufacturing sector, while a number above that indicates expansion.	A reading above 50 suggests growth in the sector, while a number below that level indicates contraction.	Paraphrase
involved in the design phase and a construction contractor in the	Contractor should be involved	None
Although the NIPA federal surplus or deficit is arithmetically similar to the federal unified budget surplus or deficit, there are some conceptual differences.	The NIPA federal surplus is more commonly used by authorities.	None
Although acceptance by the program offices has sometimes been slow, according to a recent survey of federal CFOs,4 program directors are starting to look to the finance organization for help.	Acceptance by the program offices were very slow, because the offices were flooded with requests.	None
helping to develop standards for pro bono programs, encouraging recruitment, getting law schools to talk more about pro bono, [and] getting law firms more involved in a [formal] way, she said.	She said she likes to talk about pro bono programs in law schools.	None
This sector does not include bill/payment or advertising mail.	Bill/payment mail isn't included in the sector.	Entailment
The number of total accesses by the two firms will, however, be greater than the total experienced by the incumbent alone.	The two firms have a greater number of accesses than the incumbent.	None
Build environment Engineering Manufacturing Production (all rate tooling) (1st set of production tooling)	It is the first set of production tooling for manufacturing.	Entailment
Somos conveniados da Unimed há 15 anos.	A Unimed Brasil não comentou o assunto.	None
The agencies developed strategies to address These barriers, such as maintaining open communication and reassigning and hiring personnel.	The agencies have strategies to address the barriers.	Entailment
Developing and Retaining the Membership Base	This membership is for volunteer firefighters.	None
"There is no conscious policy on the part of the United States to move the dollar at all," Snow said.	"There is no conscious policy of the United States, I can assure you of this, to move the dollar at all," he said.	Paraphrase
The condition of an asset is based on an evaluation of the physical status/state of an asset, its ability to perform as planned, and its continued usefulness.	Assessing assets like this allows for a more thorough understanding of what the asset has to offer.	None
Its very personally satisfying to do good legal work without having to worry about getting paid.	It can make one happy to do legal work without being concerned about payment.	Entailment
O Moche Rip Curl Pro Portugal pode ser uma etapa de sonho para Mick Fanning.	Esta terça-feira a organização declarou lay day no Moche Rip Curl Pro Portugal em Supertubos.	None
Mahmud was seized near Tikrit, the area from which he and Hussein hail, about 90 miles north of Baghdad, U.S. military officials said Wednesday night.	Mahmud was seized near Tikrit, the area from which he and Saddam hail, about 150 kilometres north-west of Baghdad, US military officials said.	Paraphrase
Num dos concertos mais aguardados, Pedro Abrunhosa e Comité Caviar subiram ao palco central do Arena Lounge a 21 de Dezembro.	Pedro Abrunhosa & Comité Caviar protagonizam o espetáculo no dia 21 de dezembro.	Entailment
He recalled the 1970s, when many ED procedures were adapted for use in the field by EMS without appropriate evaluation.	ED procedures were sometimes adapted for use without proper scrutiny.	Entailment
His second point was that there is an easy assumption that a brief intervention is more appropriate for patients with mild-to-moderate problems than for patients with severe problems.	A brief intervention is better for patients with mild to moderate problems.	Entailment
Legato stockholders will get 0.9 of a share of EMC stock for every share of Legato they own.	Under terms of the agreement, Legato stockholders will receive 0.9 shares of EMC common stock for each Legato share they hold.	Paraphrase
A mãe da cantora Gaby Amarantos morreu neste sábado (12), em Belém.	A mãe da cantora Gaby Amarantos faleceu na madrugada deste sábado, em Belém.	None
Apesar de vídeos em 8K serem novidade, este não é o primeiro do YouTube.	O YouTube agora tem vídeos em 8K – inclusive em 360º.	None
Ante o último trimestre de 2014, o crescimento foi menos expressivo, de 5,1%.	Ante o quarto trimestre, o resultado foi 7,3% maior.	None
A sede em Wolfsburgo está a discutir o seu futuro, pressionado pela data de 7 de Outubro definida pelo regulador alemão.	O futuro e as medidas a tomar estão a ser discutidos em Wolfsburg, sede do grupo automóvel.	None
His dissent was joined by Chief Justice William H. Rehnquist and Justice Clarence Thomas.	Chief Justice William H. Rehnquist and Justices Antonin Scalia and Clarence Thomas dissented.	Paraphrase
An increase in deciview is a decrease in visibility.	Changes in the amount of haze are reflected as changes in visibility.	Entailment
The men were remanded in custody and are due to appear again before court on July 8.	They were remanded in custody and will appear in court again on July 8.	Paraphrase
O City se animou com o gol marcado e, logo em seguida, já teve mais uma chance de gol.	Foi a principal chance de gol do City na primeira etapa.	None
O suspeito foi preso, no entanto, não confessou sua participação na morte do ciclista.	Um dos suspeitos foi preso, mas não confessou o crime.	Entailment
Tenho orgulho de ter feito parte da construção do PSOL.	Ajudei a construir o PSOL, e disso muito me orgulho.	Paraphrase
Many patients are uninsured or carry policies that do not enforce this provision.	These policies are meant to protect patient confidentiality.	None
These outputs are used to develop the emissions inventories.	These outputs will be used to develop emissions inventories that will be useful for analysis.	None
Bell had recently been approved to have the federal government subsidize part of his monthly rent, but the government's portion of the December rent was going to be delayed until January, and the landlord was reluctant to wait.	Bell required rent subsidy because of low paid employment.	None
A companion rule entitled Promoting Wholesale Competition Through Open Access Non-Discriminatory Transmission Services by Public Utilities	The companion rule helped to keep prices reasonable.	None
Mason said al-Amoudi was arrested at Dulles International Airport on Sunday as he came into the country.	Al-Amoudi was arrested at Dulles International Airport after arriving on a British Airways flight from London.	Paraphrase
The definition of the term affected EGU establishes which electricity generating units are covered by the new WRAP trading program.	The definition of the term affected EGU establishes which electricity generating units are covered by the WRAP program.	Entailment
Smith found the cigarette tax falls on the tobacco consumer, not the tribe, meaning the tribe is simply an agent for collecting a tax.	Smith ruled that the state's tax falls on the tobacco consumer, not the tribe, making the tribe simply an agent for collecting the tax.	Paraphrase
Faremos o que for necessário para derrotar o extremismo, terrorismo e ódio.	Tudo faremos para derrotar o extremismo, o terrorismo e o ódio.	Paraphrase
You are only determining the reliability of the data as needed to support the findings, conclusions, or recommendations of the engagement.	You manipulated the data to support your findings.	None
Contractual arrangements for attestation engagements performed in accordance with GAGAS should provide for full and timely access to audit documentation to facilitate reliance by other auditors on the auditors' work, as well as reviews of audit quality control and assurance.	Arrangements for attestation should let you be able to see birth certificates.	None
Smith said simply "Oh, my God," in the seconds afterward, according to Weinshall.	In the seconds after the crash, she added, Captain Smith said simply, "Oh my God."	Paraphrase
The Swiss franc rose nearly a third of a centime against the dollar and was last at 1.2998 <CHF=> to the greenback.	The Swiss franc rose three quarters of a percent against the dollar and was last at 1.2980 to the greenback.	Paraphrase
Mr. Weingarten said that he expected Mr. Ebbers, who turned 62 yesterday, to be fully exonerated at trial.	Mr. Ebbers' attorney Reid Weingarten said he expects Mr. Ebbers to be exonerated.	Paraphrase
A vítima é um homem de 61 anos que estaria a ver os andores quando foi atingido.	Duas pessoas, uma delas também atingida pelo andor, ficaram com ferimentos ligeiros.	None
Yet dozens of chemicals commonly used to kill weeds, fungus and insects on agricultural crops can cause immediate sickness in people who inhale, swallow or absorb them through skin contact, Wuerthele said.	Many chemicals that kill weeds can be absorbed into the skin can cause cancer.	None
The rules likewise expedite public notice and procedural scheduling, providing for a yes or no Commission decision within 90 days, consistent with the due process rights of other parties.	Expedite public notice and procedural scheduling is always consistent with due process rights of other parties.	None
I truly believed that in my lifetime I would witness the eradication of poverty and injustice.	I truly believed that the eradication of poverty and injustice could be witnessed in my lifetime.	Entailment
Milwaukee prosecutors charged a church minister with physical abuse in the death of an 8-year-old autistic boy who died during a healing service.	A church minister was charged yesterday in the death of an 8-year-old autistic boy who suffocated as church leaders tried to heal him at a storefront church.	Paraphrase
Doing Field  Warnings and	Not doing field warnings.	None
Revelations of the expenditures shocked some employees at Delta, an airline that is cutting jobs as it struggles with increased security costs and fewer passengers.	Revelations of the expenditures shocked some employees at Delta, an airline that has posted huge losses and cut jobs as it struggles with increased security costs and fewer passengers.	Paraphrase
Data base information and data analysis technique	Data base information is a data analysis technique.	Entailment
O YouTube Spaces vai ganhar uma nova sede no Rio de Janeiro.	Hoje marcamos a chegada do YouTube ao Rio.	None
With respect to setting priorities, GAO considers the nature of the requested work in light of Senate and House rules governing the committees, including their appropriation, authorization, budgetary, and oversight jurisdiction over a program or activity.	GAO staff tend to resent the oversight jurisdiction as it relates to the budget.	None
Direct Reporting of Fraud and Illegal Acts	Reporting fraud and illegal acts	Entailment
The on site visits are conducted for the purpose of program monitoring and development, to solve problems, and to develop new strategies for expanding access and enhancing quality of services to clients.	The on site visits are done every month.	None
It was obvious from the remarks made by a number of recently merged states that some kind of critical phase had been passed.	After several merged states made statements, it was clear a critical phase was completed.	Entailment
So far, Asher said, Colorado Legal Services has been able to attract the talent it needs.	Colorado Legal Services has been able to find competent people, according to Asher.	Entailment
As recently as 5 years ago, the designbidbuild method of facility acquisition was used almost exclusively.	The design-bid-build acquisition model was used until recently.	Entailment
The Commission has promulgated this rule pursuant to provisions of the Hearing Aid Compatibility Act of 1988 (47 U.S.C.	This rule protects the rights of those utilizing hearing aids.	None
*We note that three other circuits have concluded that rational basis judicial review is available for decisions of the LSC that affect grantees.	The circumstances in which the rational basis judicial review is available, was defined by the committee.	None
Based on those	We can conclude based on those.	Entailment
The result of applying these adjustment factors is an updated set of unit economic values used in the valuation step.	The adjustment factor is necessary.	None
The interim rule, to conform the regulations to a recent United States Supreme Court decision (Brown v.	The rule requires schools to adopt student uniform regulations.	None
In 2001, President Bush named Kathleen Gregg one of six appointees to the Student Loan Marketing Association, the largest US lender for students.	In 2001, President Bush named her to the Student Loan Marketing Association, the largest U.S. lender for students.	Paraphrase
While Social Security provides a foundation for retirement income, pensions, income from accumulated assets, and current earnings largely determine which households will have the highest retirement incomes, as figure 1.5 shows.	Figure 1.5 shows which households will have the highest retirement incomes.	Entailment
It reviewed GAO's accomplishments in meeting its mission consistent with applicable professional standards and our core values of accountability, integrity, and reliability.	GAO was reviewed to be constant with our values.	Entailment
O último episódio da quinta temporada de Game of Thrones foi visto por 8,1 milhões de pessoas.	A esperadíssima sexta temporada de ‘Game of Thrones’ estreia março e junho de 2016.	None
As a result, human subjects committees have been under intense scrutiny.	The scrutiny the committees endure is intense.	None
However, fast pay procedures typically entail payment authorization without evidence of receipt and acceptance, provided that subsequent to payment authorization, receipt and acceptance is verified.	Receipt and acceptance verification is the key that holds all of this together.	None
These and other questions are worth exploring to determine what changes are needed on a going-forward basis to minimize the possibility that these types of events will occur in the future.	These questions are worth figuring out because they will reduce the chance of that happening again in the future.	Entailment
The news comes after Drax's American owner, AES Corp. AES.N , last week walked away from the plant after banks and bondholders refused to accept its restructuring offer.	Last week its American owners, AES Corp, walked away from the plant after banks and bondholders refused to accept its financial restructuring offer.	Paraphrase
However, the evidence was strong for a harm reduction effect across various indicators of risk and re-injury.	Most of these injuries were broken bones and sprained tendons.	None
A aurora boreal é resultado da energia liberada por campos magnéticos solares.	A tempestade acarretou em uma aurora boreal durante várias noites.	None
The training was structured to allow participants to subsequently train colleagues who did not attend the sessions.	The training allowed participants to train colleagues who weren't at the sessions because they were traveling for work.	None
Other agencies either had no such electronic dockets or their systems were not as comprehensive or sophisticated as DOT's system.	Other agencies didn't have systems as good as DOT's.	Entailment
Take-Two also defended its right to create a "realistic" game for an adult audience.	The company also defended its right to "create a video game experience with a certain degree of realism."	Paraphrase
There is no one right way to establish a CIO position.	There are many ways to become a CIO.	None
7.28 Staff planning should include, among other things,	We will include other things in our staff planning on 7.28.	Entailment
On the other hand, Poste Italiane per capita volume is among the lowest in the industrialized world, and so its delivery costs proportion should be among the highest.	Italy doesn't get very much mail, so it's delivery prices should be high compared to other countries.	Entailment
Some of these models have been employed in support of the development of federal clean air programs, national assessment studies, State Implementation Plans (SIPs), and individual air toxic source risk assessments.	Toxic air is bad for humans.	None
Durante um mês após o lançamento do Android 6.0, esperei pela chegada da atualização.	Considero que para um Android One não receber a atualização durante o primeiro mês é algo negativo.	None
A maioria termina em brigas e com a presença da polícia, acionada por moradores.	A Polícia Militar informou que sempre tem atendido os moradores, quando acionada.	None
Bad idea!	Terrible idea!	Entailment
When GAO needs access to classified, proprietary, or otherwise sensitive information, it will comply with all applicable statutory requirements, including obtaining the necessary security and other clearances for assigned GAO staff.	GAO needs some information that has security clearances.	Entailment
In addition, it has produced two yearly  a performance plan with key measures and a report detailing its progress in meeting its goals.	The goals were met.	None
Mas amigos de Natasha Silva Santos acreditam que ela tenha sido morta pelo pintor Jorge Luiz Morais de Oliveira.	As duas acreditam que Renata tenha sido uma das vítimas de Jorge.	None
Apesar do empenho dos governadores, a CPMF deve enfrentar resistência tanto na Câmara quanto no Senado.	No caso da proposta de recriar a CPMF, o governo enfrenta grande resistência no Congresso.	Entailment
STANDARD COSTS - Predetermined expected unit costs, which are acceptable for financial reporting purposes if adjusted periodically to reflect actual results.	The reports would need to be updated if the costs changed.	None
Goals, Practices, and Strategies to Consider; Make Financial Management an Entitywide Priority	Financial management should be a priority for the whole entity.	Entailment
Air Pollution and Acute Respiratory  An Observational Study of Multiple Pollutants.	They studied air pollution and acute respiratory issues.	Entailment
Auditors should place their findings in proper perspective by providing a description of the objectives, scope, and methodology used to conduct the work.	For security reasons, auditors are as transparent as they can possibly be in their line of work.	None
Da mesma forma, o Facebook não tornará o recurso disponível para todos os usuários.	O recurso não estará disponível para todos os usuários.	Entailment
In addition, there are many aspects of information security, such as risk assessment, policy development, and disaster recovery planning, that require coordinated management attention.	Risk assessment is the biggest aspect of information security.	None
If all consumers were fully Ricardian, private saving would fully offset any change in government saving, and national saving would be unchanged.	If all American consumers were Ricardian, savings by people would offest government savings.	None
GAO will not provide an opportunity to comment in cases where (1) disclosure of an investigation's results could pose risks to individuals and their confidentiality or (2) premature disclosure of information could compromise the results of the work.	Commenting will not be accepted if disclosing the results of an investigation would risk confidentiality.	Entailment
ANALYSIS OF NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION 1998 LIGHT TRUCK CAFE STANDARD RULE UNDER 5 U.S.C.	Traffic is to be discussed at length in this document.	None
Wilson's office, at 331 Fulton St., Suite 600, serves poor residents in the counties of Peoria, Tazewell, Woodford, Marshall and Stark.	Poor residents in the countries of Peoria, Tazewell, Woodford, Marshall and Stark are being helped by Wilson's business, located at 331 Fulton St., Suite 600.	Entailment
programs' cost and schedule, to improve the quality of weapon systems once fielded, and to deliver new capability to the war fighter faster.	The weapons system needs to be upgraded.	None
Such was clearly the case in connection with certain recent business failures.	Recent business failures are a concern.	None
The yield on the 3 5/8 percent February 2013 note dropped 2 basis points to 3.66 percent.	The yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent.	Paraphrase
O ministro Manoel Dias, do PDT, deixará o Ministério do Trabalho, que deve ser fundido com o da Previdência.	O PDT controla hoje o Ministério do Trabalho, que será fundido com Previdência.	Entailment
Management is responsible for establishing effective internal control.	The management is supposed to establish good controls.	Entailment
Depois de três empates nos jogos anteriores, andávamos à procura desta vitória para retribuir aos nossos adeptos o apoio que nos têm dado.	Queremos jogar bem, jogámos melhor nos três jogos anteriores, mas não ganhámos.	None
Studies of screening tests	Screening test studies.	Entailment
But what does it mean to save the surplus?	What does it mean to save the surplus?	Entailment
Significant reductions will go a long way towards addressing local concerns.	Major reductions will help fix local concerns.	Entailment
EPA has determined that the final rule, while not imposing a federal mandate that will result in the expenditure of $100 million or more in any one year, will impose such a mandate on the private sector.	The rule will result in more expenditure.	Entailment
This has no effect on total costs, and therefore only affects the mail processing percentage.	Most mail processors consider it a good thing that this has no impact on total costs.	None
Chad Kolton, emergency management spokesman with the Department of Homeland Security, said the government is open to new technologies and methods to communicate more quickly and efficiently.	Chad Kolton, emergency management spokesman with the Department of Homeland Security, said the government is open to new ways to communicate.	Paraphrase
Amrozi said Jews and the US and its allies had evil plans to colonise countries like Indonesia.	Jews, Americans and their allies had "evil" plans to colonise nations like Indonesia, Amrozi said.	Paraphrase
44 Correspondingly, no revenue is recognized for such donations.	Donations like this are not recognized as revenue.	Entailment
CR7 marcou cinco golos na vitória frente ao Espanhol.	O atacante marcou cinco vezes e ainda deu assistência para o gol de Karim Benzema.	None
In terms of critical success factors, federal CIO organizations tend to trail the CIOs interviewed for this guide in the aAlign Information Management Leadership for Value Creation- and aExecute CIO Responsibilities- factors.	There is a guide for learning to Align Information Management Leadership for Value Creation.	Entailment
Al Qaeda, the terror network led by Saudi-born Osama bin Laden and blamed for the Sept. 11, 2001, attacks, has been linked to both cases.	Al-Qaida, the terror network led by Saudi-born bin Laden and blamed for the Sept. 11, 2001 attacks on the United States, has been linked to both cases.	Paraphrase
The final rule requires the collection of information which is subject to review by the Office of Management and Budget (OMB) under the Paperwork Reduction Act.	The collection of information is subject to overview by the OMB, as required by the final rule under the Paperwork Reduction Act.	Entailment
Disponível nos principais retalhistas de Portugal a partir de amanhã, o Surface Pro 4 vai ter preços a partir de 1.029€.	A partir de amanhã, o Surface Pro 4 vai estar disponível nas lojas em Portugal.	Entailment
No entanto, não havia tempo para qualquer tipo de reação.	A deficiência técnica impediu qualquer tipo de reação.	None
Suppose mailers can sort addresses on a computer and then print them in ZIP Code order.	Mailers could sort addresses on a computer and print them quickly.	None
Participants recognized that programs were turning or had turned that critical corner--from being resistant to or resentful of change to an embracing of new visions by staff, board members and other stakeholders.	There is a growing resistance from the staff members.	None
Access to these materials can permit public comments filed on rules to be more informed and targeted to particular issues.	These materials allow comments to be better targeted if they are available.	Entailment
"He wasnt like that, except for getting in a couple fights with his dad.	As far as I know, he wasnt like that, except for getting in a couple fights with his dad."	Paraphrase
In connection with CLOs, the Analysis identifies potential concerns of small real estate firms and lenders, but also sets forth potential advantages of CLOs to those entities.	There are potential concerns existing in small real estate firms.	Entailment
"Beijinhos e até breve", escreveu a atriz na legenda da fotografia publicada nas redes sociais.	"Beijinhos e até breve", escreveu a atriz na sua página oficial de Facebook.	Entailment
Appendix III Guidelines for Reviewing Case Study Reports	There is a resource with at most three appendices.	None
! Increasingly, LSC grantees are important gatekeepers, or hubs, in referral networks of agencies and service providers serving low income people.	An important gatekeeper is LSC grantees in referral networks.	Entailment
The tone was set by President Hu, the 60-year-old who became the Communist Partys general secretary in November last year and then the countrys president in March this year.	The tone was set by Hu, 60, who became the Communist Party's general secretary last November and then the country's president this March.	Paraphrase
a 32902 to determine the maximum feasible level for model year 1998.	A 32902 is needed to find the maximum label for the model year 1998.	Entailment
The closest to this type of electronic commenting system that we found was in the Federal Aviation Administration at DOT.	The closest to the type of electronic commenting systems would be in the FAA in air traffic control.	None
Rates based on numerals could result, even though there would be transaction costs.	There wouldn't be transaction costs without numbers	None
O Barcelona recebeu o Rayo Vallecano no Camp Nou em partida da Liga e enfrentou dificuldades para conseguir a vitória.	O Barcelona recebeu o Rayo Vallecano em partida válida pela Liga.	Entailment
Quattrone's action, prosecutors argue, amounted to criminal obstruction of justice.	Quattrone, 47, is charged with obstruction of justice and witness tampering.	Paraphrase
Assessing the Effectiveness of Saving Incentives.	They wanted to prove that it was a valid program.	None
