premise	hypo	label
Amrozi said Jews and the US and its allies had evil plans to colonise countries like Indonesia.	Jews, Americans and their allies had "evil" plans to colonise nations like Indonesia, Amrozi said.	Paraphrase
According to the agency the rule will not result in expenditures of $100 million in any year by either State, Local or Tribal governments in the aggregate or by the private sector.	The agency expects there to only be $90 million in expenditures due to the rule.	None
CR7 marcou cinco golos na vitória frente ao Espanhol.	O atacante marcou cinco vezes e ainda deu assistência para o gol de Karim Benzema.	None
Crete's main traditional musical instrument is the lyra, a U-shaped stringed instrument.	The lyra is a type of musical instrument with strings.	Entailment
Al Qaeda, the terror network led by Saudi-born Osama bin Laden and blamed for the Sept. 11, 2001, attacks, has been linked to both cases.	Al-Qaida, the terror network led by Saudi-born bin Laden and blamed for the Sept. 11, 2001 attacks on the United States, has been linked to both cases.	Paraphrase
North from Ribeiro Frio, toward the coast, is Faial, much photographed because of its picturesque setting at the foot of the Penha d'??guia.	Ribeiro Frio is photographed a lot.	Entailment
Disponível nos principais retalhistas de Portugal a partir de amanhã, o Surface Pro 4 vai ter preços a partir de 1.029€.	A partir de amanhã, o Surface Pro 4 vai estar disponível nas lojas em Portugal.	Entailment
No entanto, não havia tempo para qualquer tipo de reação.	A deficiência técnica impediu qualquer tipo de reação.	None
International donations are gratefully accepted, but we cannot make any statements concerning tax treatment of donations received from outside the United States.	You have to pay more in taxes if you are outside the US.	None
Table 7 illustrates key criteria used by commercial companies that are currently lacking in DOD's policy.	Table 7 is a very long chart.	None
Accordingly, we submit a total of cases closed for 1999 of 924,000.	924,000 cases were closed in 1999.	Entailment
"He wasnt like that, except for getting in a couple fights with his dad.	As far as I know, he wasnt like that, except for getting in a couple fights with his dad."	Paraphrase
Because we need it badly.	We need the goal to win very badly.	None
"Beijinhos e até breve", escreveu a atriz na legenda da fotografia publicada nas redes sociais.	"Beijinhos e até breve", escreveu a atriz na sua página oficial de Facebook.	Entailment
Modern FGD systems typically use fewer and smaller absorbers and increasingly control greater amounts of generating capacity using common absorbers fed by multiple boilers.	There are many ways in which the absorbers will be used.	None
But we are still not quite there.	We have not arrived there yet.	Entailment
The tone was set by President Hu, the 60-year-old who became the Communist Partys general secretary in November last year and then the countrys president in March this year.	The tone was set by Hu, 60, who became the Communist Party's general secretary last November and then the country's president this March.	Paraphrase
'Well,' Greuze coughed.	Greuze coughed for a full minute.	None
and um who are the other two he stole two associates	He stole two associates	Entailment
David Hall, director of Texas Rural Legal Aid in Weslaco, said legal services for the poor in the Rio Grande Valley are inadequate and need a dramatic increase in funding.	David Hall is sponsoring a legislative bill that addresses the funding shortfall.	None
O Barcelona recebeu o Rayo Vallecano no Camp Nou em partida da Liga e enfrentou dificuldades para conseguir a vitória.	O Barcelona recebeu o Rayo Vallecano em partida válida pela Liga.	Entailment
Quattrone's action, prosecutors argue, amounted to criminal obstruction of justice.	Quattrone, 47, is charged with obstruction of justice and witness tampering.	Paraphrase
The preamble to the final rule notes that the rule has been reviewed in accordance with the provisions of Executive Order No.	There is a note in the preamble stating that the rule has been noticed and reviewed.	Entailment
Enche-me de orgulho ter jogadores assim à minha volta: jovens que podem aprender muito.	Tem personalidade, compromisso, enche-me de orgulho ter um jogador deste calibre ao meu lado.	None
Ao menos 70 pessoas ficaram feridos no ataque.	Pelo menos 120 pessoas morreram e 200 ficaram feridas.	None
Yesterday, this honor was given to Firefighter Thomas C. Brick, who died last Tuesday battling a fire in an Upper Manhattan warehouse.	They were there to honor Brick, who died Tuesday battling a four-alarm blaze in an upper Manhattan warehouse.	Paraphrase
Chove forte na capital baiana desde a madrugada, quando várias ruas ficaram alagadas e moradores "ilhados".	Ruas ficaram alagadas e moradores ficaram ilhados em alguns lugares da cidade.	Entailment
O total de ocorrência passou de 44.929 para 33.678 – 11.251 a menos.	O número passou de 16.432 para 18.671 nesse período.	None
Yeltsin's a drunk, concluded Evan Thomas and Jack Germond (both on Inside Washington ). Inebriated bluster, agreed Buchanan, of a country that is no longer great.	Yeltsin's proclivity for alcohol had made the country fall from greatness.	None
or you want to take the other side of it you can argue that's one of those you can pick either side and we could spend a lot of time on it because	Or if you want to play devil's advocate, you could argue that either stance is one that could be debated at length.	Entailment
Patti Smith declama Fernando Pessoa.	Na casa Fernando Pessoa, Patti Smith terminou a visita com um dois-em-um.	None
The ultra-orthodox tend to be funny, particularly when they wear unusual hats and when they're not pelting you with stones.	The people who are extremely orthodox are often humorous.	Entailment
Estas questões de fundo, que põem em causa o statu quo em Angola, já lá estavam.	Mas ele já ganhou uma vitória moral, fragilizando muito a credibilidade do statu quo.	None
The light died out of Mrs. Vandemeyer's eyes.	Mrs. Vandemeyer's eyes looked lifeless.	Entailment
The civil war developed into one of the great causes of the 20th century, with support for both sides pouring in from outside of Spain.	The civil war developed into a great case because so many people were in volved.	None
Rock, Folk, and  The Royal Dublin Society in Ballsbridge holds huge open-air concerts, including rock, folk, and jazz.	There are open-air concerts in Ballsbridge.	Entailment
Assim, ao ser decretada a nulidade, é como se nunca tivesse havido a união.	Anteriormente, eram necessárias a apresentação de duas instâncias eclesiásticas para decretar a nulidade da união.	None
of capital goods in the United States than in other developed countries.	80% of capital goods are made in the United States.	None
What if he was bringing danger to his town instead of salvation?	What if it was war he was bringing and not salvation?	None
But the FBI never kept tabs on al-Bayoumi - even though it had received information that he was a Saudi agent, the document says.	But the bureau never kept tabs on al-Bayoumi—despite receiving prior information he was a secret Saudi agent, the report says.	Paraphrase
All these changes-to multiple observers, professionally supervised but not professionally trained observers, and shorter observation times-led to others.	The professionally supervised have been lacking professional training in observing.	Entailment
The project, funded by LSC and the Maine Bar Foundation, also permits the internet posting of briefs and other materials by Pine Tree staff to facilitate the representation of low-income clients by other providers and pro bono attorneys.	The LSC had to spend some time convincing the Maine Bar Foundation to get involved with the project.	None
That much his memoir gets right.	Everything in his memoir is correct.	None
and she said oh my goodness no i didn't mean that and poor Janet realized immediately she didn't mean that she meant what was the process of voting	Janet had her words misconstrued and had to repeat herself.	Entailment
O ministro Dias Toffoli, por exemplo, foi indicado para o STF em 2009 aos 41 anos.	Projeto aumenta para 75 anos a idade para aposentadoria compulsória dos ministros do STF.	None
'Perhaps not,' Natalia said.	The woman really did not want too.	None
Behind the colonnades on the Middle Terrace, to the left of the ramp, are carved scenes depicting a trade mission bringing myrrh and incense from Egypt's neighbor Punt, now Somalia.	There are scenes depicting a trade mission to Punt.	Entailment
‘A hora da estrela’ estreia no Cândido Mendes.	'A hora da estrela' é também uma despedida de Clarice Lispector.	None
O presidente dos Estados Unidos, Barack Obama, decidiu que o país vai receber 10 mil refugiados sírios até o ano que vem.	Vários congressistas democratas também urgiram o presidente Barack Obama a aceitar tal número de refugiados.	None
Its base was measured in kilometers instead of yards, and its top was going to be proportionally high, apparently.	Its base was measured in kilometers, and its top was going to be related to the base.	Entailment
Com menos de dois anos, a criança só come refeições biológicas, faz meditação e está a aprender sete línguas.	Qualquer criança pode aprender uma língua antes dos três anos.	None
More important, the problems created by this concurrent approach on individual programs can profoundly affect DOD's overall modernization plans.	The DOD has modernization plans that could be affected by the concurrent approach to individual programs.	Entailment
Five km (three miles) of fine sand from Pornichet to Le Pouliguen stretch in a perfect half-moon, past chic sailing and beach clubs, along an esplanade of luxury hotels with a casino at the center.	Beach clubs, luxury hotels, and a casino are situated alongside three miles of fine sand.	Entailment
The inquiry was turned over to the Inquiry Board and the Board of Inquiries.	The injury was given to the Board of Inquiries.	Entailment
well that's yeah yeah well well i didn't even see Batman so that's uh that's pretty good so	I saw another movie instead.	None
yeah in their own community right	Within their own community, is their correct?	Entailment
The market runs all the way up to Tin Hau Temple, where you will find fortune tellers' tables (some speak English) and possibly street performers singing Chinese opera or pop songs.	A little less than half of the fortune tellers' tables at Tin Hau Temple speak English.	None
San'doro drew his two daggers, the blades shone red in the low moon.	He was getting ready to fight demons.	None
Pelo caso, ambos foram afastados pelo Comitê de Ética da Fifa por 90 dias.	Mas sua explicação não convenceu o Comitê de Ética da Fifa que o suspendeu.	None
and other benefits from the government.	The government will increase other benefits.	None
But I don't think we ought to leave the flat."	I don't believe we should leave the apartment.	Entailment
A Guardia Civil Espanhola já está a investigar o caso e aguarda-se agora por um desfecho.	A Guardia Civil Espanhola já abriu um processo de investigação ao caso.	Entailment
oh okay i don't know i don't know if anything will ever happen to to change change change things i i guess it's going to have to change	It will have to change, though I don't know if it will.	Entailment
This is a family of techniques, some of which have been adapted for computers and some of which use wall-space.	There are techniques for mapping the human genome that make use of computers and wall-space.	None
At least 2 female patients sharing a room and 10 nurses have fevers or other symptoms, and about 100 people who have had contact with them have been quarantined.	At least two female patients sharing a room and 10 nurses now have fevers or other symptoms, and about 100 of their contacts have been quarantined.	Paraphrase
13 The smaller variation in U.S. postal densities is due to differences in the quality of delivery service which dampen the impact of low population density on many routes.	US postal density varies 65% between rural and urban areas.	None
Esta não é a primeira vez que Ai Weiwei usa peças Lego numa obra.	Inúmeros apoiadores se ofereceram para doar seu Lego a Ai Weiwei.	None
it was it's so easy to entertain them	They have always been easily entertained.	None
We're adding new diagnostic procedures each day.	We are using new diagnostic procedures each day that are safer.	None
A few days later, the Times printed an op-ed criticizing the liberal media for ignoring the Davidson news conference.	The Times printed an editorial that said the liberal media ignored a news conference that was very important.	None
After conquering the entire Aegean and Mediterranean coasts of Anatolia, and subduing Syria and Egypt, he took the great prize of Persepolis, the Persian capital, before advancing farther still into India.	He subdued Syria and Egypt before advancing farther into India.	Entailment
No ano passado, cerca de 110 mil portugueses deixaram o País, o mesmo número de emigrantes verificados em 2013.	Estima-se que haja cerca de 2,3 milhões de portugueses emigrados, mantendo-se em França o maior número.	None
The House passed a similar measure by a wide margin on Sept. 9.	The House of Representative passed an identical amendment on Sept. 9, by a 227-188 vote.	Paraphrase
no it's uh i could say it's been a while for me too i uh i've got my wife motivated about it um	I have managed to get my wife motivated about it.	Entailment
Desenvolvida pela Sioux, a versão digital de "War" mantém o estilo de jogo do original.	Partidas da versão digital de 'War' podem ser jogadas entre plataformas diferentes.	None
I have met a woman whom I am attracted to.	I am attracted to a woman I met.	Entailment
The rule is designed to strengthen the Commission's enforcement of the Children's Television Act of 1990 (CTA).	The rules were voted on before they were implemented.	None
There's a good re-creation of King Tutankhamun's tomb at the time of its discovery so you can see just what Howard Ceter saw in 1922.	You can see just what Howard Ceter saw in 1922, because there's a good re-creation of King Tutankhamun's tomb at the time of the discovery.	Entailment
One Republican sent out a flier this week citing a 3.8-percent increase in the S&P 500 stock index since passage of the tax cuts in May.	One Republican flier cited a 3.8 percent increase in the S&P 500 stock index since passage of the tax cuts in May.	Paraphrase
And 'Where am I?'	Somebody had a vague idea where they were.	None
Earlier Thursday, PeopleSoft formally rejected the unsolicited bid from Oracle.	Thursday morning, PeopleSoft's board rejected the Oracle takeover offer.	Paraphrase
Cruz came to the United States in 1960, a year after the Cuban revolution.	Cruz came to the United States in 1960, a year after Fidel Castro overthrew a dictatorship and installed a Communist government.	Paraphrase
Relativamente ao iOS 9.1 ainda não há informações oficiais da percentagem de actualizações.	A opção de actualização durante a noite foi adicionada ao sistema operativo iOS 9.0.	None
Outra série que foi muito premiada na noite deste domingo (20) foi "Veep".	Dentre os prêmio levados pela série está o principal da noite, o de melhor série dramática.	None
A small shrine and a relief mark this poignant point.	The relief shows an image of Jesus.	None
O barco de madeira carregando 128 pessoas afundou-se devido aos ventos fortes que se fazem sentir na zona.	Um barco de madeira carregando 128 pessoas virou em meio a fortes ventos.	Entailment
The cooking is good and filling and the hosts are friendly (he's from Chicago).	The food is wonderful and fresh.	None
Ele também não conquista um Grand Slam desde 2012, quando se sagrou hepta em Wimbledon.	Naturalmente, é uma grande conquista render o máximo nos torneios importantes.	None
George W. Bush signed a Texas law forbidding class-action lawsuits against gun manufacturers, a bill opponents called the National Rifle Association Protection Act.	George W. Bush signed a Texas law forbidding class-action lawsuits against gun manufacturers.	Entailment
These modest establishments are set up right on the sand.	The modest establishments are stuck with being located on the sand.	None
Cientistas têm a expectativa de aprender sobre o formato, dimensões, superfície e outras características do asteroide.	Os cientistas esperam conhecer a forma, as dimensões e as características do asteróide.	Entailment
António Costa garante que o PS tem uma nova política de distribuição das prestações sociais que passa por diminuir alguns apoios e aumentar outros.	A fórmula socialista para a distribuição das prestações sociais é diminuir alguns apoios e aumentar outros.	Entailment
O processo era longo e, em alguns casos, demorava mais de cinco anos.	Antes, eram exigidas cinco testemunhas para dar contiuidade no processo.	None
Pai de Pedro, o tricampeão da Fórmula 1 Nelson Piquet estava presente no autódromo no momento do acidente.	Filho de Nelson Piquet, tricampeão mundial de Fórmula 1, Pedro conquistou a Fórmula 3 Brasil deste ano.	None
you know with the great needs that we need today in science and biology and uh you know the the problems we have with AIDS and cancer and and that how come everybody is a lawyer you know you know	There are too many lawyers and the world is in need of doctors.	None
Gleydson Carvalho era conhecido na cidade por ser apresentador de um programa que faz denúncias contra políticos da região.	Gleydson Carvalho foi morto com três tiros quando apresentava um programa na cidade Camocim.	None
In other words: when a parent wanted to have some peace and quiet, he or she would leave the kid at home in front of the computer with a bag of chips.	A bag of chips and a computer were all that were needed for a parent to get some peace and quiet from their children.	Entailment
The budget analysis comes as negotiations between the City Council and the Bloomberg administration heat up.	Budget negotiations between the mayor and the City Council are entering high gear.	Paraphrase
right i don't uh you know i i guess they say that a lot of people in the in the Middle East particularly can pick up fakes	People from the Middle East, specially from Turkey, can pick up fakes.	None
Ação educativa com a presença de profissionais da saúde e amostra de produtos com a carga tributária.	Exposição de produtos e suas respectivas cargas tributárias.	Entailment
of the road.	Materials of the road	None
well it's been my pleasure uh Gina Gina is that with a G	I had a great time talking to you...is it spelled Gina with a G?	None
Sometimes I thought I should go mad."	Sometimes I really got stressed I thought I was going insane.	None
Mas, em certo período, decidi não escutar, porque tinha priorizado o São Paulo.	Em certo período, decidi não escutar algumas coisas para priorizar a renovação.	None
and i got it right after high school so by the time i traded it in it was ready ready to go	It was ready to go when I traded it in; I got it right after high school.	Entailment
do you have a favorite basketball team	Do you have a favorite basketball team or you don't follow the NBA?	None
Só ontem mais de 12 mil refugiados chegaram à estação central de Munique, a capital da Baviera.	Refugiados chegam à estação central de Munique, no dia 12 de setembro de 2015.	None
Vitorioso, o Fluminense deixou a Ponte Preta para trás na tabela.	Daí em diante, a Ponte Preta passou a atacar mais.	None
The village is named after the three small islands it overlooks in a corner of Fort-de-France's huge bay.	The village is all a higher elevation.	None
Their bravery might--or might not--be genetically determined.	Research into this area is ongoing.	None
O escritório do promotor suíço exigiu à Fifa o acesso a todas as contas de correios eletrônicos de Jérôme Valcke.	A FIFA revelou esta quinta-feira a intenção de colaborar nas investigações que envolvem Jérôme Valcke.	None
It is fundamental that the First Amendment was fashioned to assure unfettered interchange of ideas for the	The First Amendment is important to the freedom of the United States.	None
Trial lawyers courted him and his party with tons of money.	He was offered a lot of money by trial lawyers.	Entailment
Lucent's stock was off 7 cents, or 3.7 percent, at $1.84 in morning trading on the New York Stock Exchange.	Lucent shares fell 8 cents, or 4.19 percent, to $1.83 a share in morning trading on the New York Stock Exchange.	Paraphrase
yeah small PCs aren't they're out of Korea right	The smaller the computer from Korea the better the quality will be.	None
USA Today posts top China stories, many of them from the Associated Press.	The post was about the Chinese missile program being launched that week.	None
Mississippi placed among the bottom 10 states in 13 of the 17 measures.	Mississippi is among the bottom five states on nine other measures.	Paraphrase
The mix of tasks typically run on a given computer	Computers are good at multitasking	None
You will remember my speaking of a stain on the carpet in Mrs. Inglethorp's room?	No one knew what the stain was or how it got there.	None
Trans fat makes up only 1 percent to 3 percent of the total fat Americans consume, compared with 14 percent for saturated fat.	Trans fat accounts for 2.5 percent of Americans' daily calories, compared to 11 percent to 12 percent for saturated fat.	Paraphrase
Postal Service Productivity and Its Measurement, Staff Study of the Postal Rate Commission, May 9, 1990.	Postal Service Productivity and Its Measurement, is a Staff Study of the Postal Rate Commission in May 9, 1990.	Entailment
Thus, even if GAO were able to identify certain deficiencies in a land management plan, for example, GAO would be prohibited from examining the process used to develop the plan in order to suggest improvements.	Thus, if the GAO were able to identify deficiencies in the land management plan and the tax plan, for example GAO would be prohibited from examining the process used to develop the plan in order to suggest improvements.	None
The cart was driven by a Mexican in leather breeches and jacket over a red shirt.	A Mexican who wore leather pants and a red shirt drove the cart.	Entailment
Três casas em Charleroi, a sul de Bruxelas, foram também vasculhadas.	A polícia deteve seis pessoas em três cidades belgas.	None
Eu quero é jogar, independentemente de jogar a 10, a 8 ou a extremo.	Quero é estar lá dentro para jogar.	Entailment
All these attractions can be bridled, but the amount and nature of the necessary effort differs by food type and by circumstance.	It takes a tremendous effort to cook at the attractions.	None
"The Princess' marriage was not set up by force," said Vasile Ionescu, of the Roma Centre for public policies.	Vasile Ionescu, of the Roma Centre for public policies, said: "The princess's marriage was not set up by force.	Paraphrase
The State Department reported that China's human-rights record worsened in 1996.	In 1996 it was shown that China's human-rights record became worse.	Entailment
San'doro grabbed one of the other foot soldiers roughly by the chin and cut his throat open down to the spine.	San'doro grabbed one of the soldiers by the chin and cut his throat, making sure to leave a mess for his comrades.	None
Na outra partida do Grupo D, o Sevilla teve três pênaltis a seu favor e venceu o Borussia Mönchengladbach por 3 a 0.	O Sevilla fez 3 a 0 no Borussia Mönchengladbach.	Entailment
He added, "I am not giving any consideration to resignation."	I am not giving any consideration to resignation," Shumaker said in a statement.	Paraphrase
Adolescentes de 14 a 16 anos podem trabalhar apenas na condição de aprendiz.	A partir de 14, o trabalho pode ser feito na condição de aprendiz.	Entailment
This is a case about a woman who for 20 years dedicated her life to this country," said Janet Levine.	"This case is about a woman who for over 20 years dedicated herself to this country," Levine said.	Paraphrase
Os fãs e admiradores de Gisele Bündchen podem ficar ansiosos para o mês de outubro que está por vir.	Gisele Bündchen posou bem à vontade para a edição de outubro da Vogue Paris.	None
The rule will apply to 82 percent of the general, short-term, acute care hospitals that participate in the Medicare program, or 5,130 hospitals, all of which are considered small entities by HCFA.	This is based upon inpatient bed count.	None
Também nesta segunda-feira (20) a Justiça condenou seis pessoas no processo contra a construtora Camargo Corrêa.	O juiz Sergio Moro condenou seis pessoas no processo da Camargo Corrêa.	None
The word had filled his head as though the girl had whispered directly into both ears.	The girl spoke very quietly.	Entailment
Dizemos à agência de rating Standard and Poor's que não vos reconhecemos legitimidade para avaliar o nosso país.	O país está no lixo em todas as três agências americanas, Standard and Poor's, Fitch e Moodys.	None
A questão tem um papel crucial na actual onda de violência entre israelitas e palestinianos.	A violência entre israelitas palestinianos passou dos atos às palavras.	None
A notícia desta possível manobra da Google chega pelas mãos do Wall Street Journal.	A informação da possível manobra da Google é avançada pelo Wall Street Journal.	Paraphrase
It's happened five times in the last 11 years: A disaster puts this Southwestern town in the headlines during the summer tourist season.	It's happened five times in the last decade: A disaster puts this tourist town in the headlines during summer, its busiest season.	Paraphrase
O alerta chegou aos Bombeiros Voluntários de Barcelos por volta das 15h30.	Os Bombeiros Voluntários de Barcelos recolheram o corpo já ao final desta tarde.	None
I thought for a moment.	I was thinking.	Entailment
Adding personnel late in a project can actually cause further slippage.	Further slippage can be caused by adding personnel late in a project.	Entailment
Out in the alley below, three figures reeled in the circle of light afforded by the door lantern.	The lantern barely made the figures noticeable in the large alley.	None
Depois, entrou Royal Blood para agitar ainda mais o público.	O Royal Blood tem apenas baixo e bateria.	None
Os dados do comprador serão registados e será igualmente obrigatória a apresentação do mesmo documento nos jogos fora de casa.	Nos jogos fora de Casa será obrigatória a apresentação de um documento de identificação por cada bilhete adquirido.	None
Several of these professional women across from me were wearing Ally McBeal skirts.	Ally McBeal skirts are worn by many professional women.	None
Page said it's also possible that genes on the Y chromosome may influence gender-specific differences in disease susceptibility.	He added that genes on the Y might play a role in influencing gender-specific differences in disease susceptibility.	Paraphrase
It hurts to walk."	My leg is so messed up it hurts to walk.	None
and a lot of their rules and regulations aren't real clear so we have our manager of environmental who assist the TACB which is located in Austin in writing and hey look what we've done here at TI	There rules are not really clear so we ask our manager for help.	Entailment
guys that are playing for long time uh they're playing Duke uh this weekend uh the average age on Duke's team is nineteen years old	The average age on Duke's team players' is 19 years old.	Entailment
Há notícia de várias pessoas feridas por disparos, avança a agência Reuters.	Segundo fontes médicas citadas pela agência Reuters, há vários feridos resultantes de disparos.	Paraphrase
LSC's 1998 call for state planning coincided with an active period within California's justice community.	The call for state planning in 1998 by LSC coincided with an active period within California's justice community.	Entailment
It is essentially a genius-level version of rock-paper-scissors.	The game was inspired by Rock-Paper-Scissors.	None
I admire you for trying to do this on your own, he said.	I admire you for going at it solo, he commented.	Entailment
Politicians call it constituent service.	A constituent service is what public officers call it.	Entailment
Romero aconselha Tóia a permanecer com Juliano na cidade.	Tóia procura Romero e Juliano vê os dois juntos.	None
O novo trabalho do One Direction já tem nome, capa e faixa inédita disponível na internet.	Novo disco do One Direction já tem capa divulgada na internet.	Entailment
He had not shaved or washed for three days!	He had tried to wash but wasn't able to.	None
The speaker issued a one-paragraph statement, saying, "I am advised that certain allegations of criminal conduct have been interposed against my counsel, J. Michael Boxley.	"I am advised that certain allegations of criminal conduct have been interposed against my counsel J. Michael Boxley," Silver said.	Paraphrase
Ainda pela manhã, outra briga deixou feridos em Betim.	Na manhã deste domingo, uma briga entre torcedores rivais envolveu tiros e deixou feridos em Belo Horizonte-MG.	None
O longa é dirigido por Ridley Scott e protagonizado por Matt Damon.	Dirigido por Ridley Scott, o filme "Prometheus" conta uma história passada em 2089.	None
oh your up in Memphis	You must get me a souvenir.	None
Na segunda-feira a ideia do governo será apresentada às centrais sindicais.	Foram os números que o governo apresentou a representantes de centrais sindicais na terça.	None
Residents forced out of their homes on Sunday returned Monday, many to floods in their basements or lower floors.	Residents of 220 homes forced out of their houses Sunday returned Monday, many to flooded basements or lower floors.	Paraphrase
Barik roared in and the two smashed together.	Barik was stronger than the other two.	None
Over the past two decades, Comart has seen the role of Pine Tree change in response to federal funding cuts and stricter regulations.	The role of Pine Tree has changed over the past twenty years.	Entailment
But there was no sign of him, and I hesitated to go right up to the farm itself.	I didn't want to walk up to the farm without seeing him.	Entailment
Os novos iPhones 6s e 6s Plus vão chegar a Portugal no dia 9 de outubro.	A Apple já bateu recordes de vendas com os novos iPone 6s e 6s Plus.	None
A presidente Dilma Rousseff, no entanto, ainda não anunciou o nome do novo ministro da Saúde.	A presidente Dilma Rousseff demitiu por telefone nesta terça-feira o ministro da Saúde, Arthur Chioro.	None
Sean Harrigan of Calpers, the California fund, said: "Today we are trying to pull the pig from the trough.	"Today we are trying to pull the pig away from the trough," Mr. Harrigan said.	Paraphrase
Several 2002 TIG awards, now well underway, targeted intake systems.	Tig awards are important	None
Com ferimentos de arma branca na mão, pescoço, e no olho, Stone foi na altura hospitalizado e operado.	Na altura, Spencer Stone sofreu ferimentos de arma branca numa mão e na zona do pescoço.	Entailment
OK, the door policy was cruel, but at least it kept Village Voice gossip columnist-in-chrysalis Michael Musto out.	Allowing Village Voice gossip columnist-in-chrysalis Michael Musto in would have been a serious mistake.	None
Additionally, the FCC did not adopt safe harbor rules at this time, as suggested by some commenters, to avoid interference.	FCC didn't adopt the rules because they were too complex.	None
(This small difference would be further reduced if retail activities of rural carriers were not counted.)	If retail activities of rural carriers in both countries were not counted, then the difference would be reduced.	None
Por meio do Sisu, os estudantes participantes do Enem concorrem a vagas de ensino superior em instituições públicas.	Ao todo, 72 instituições públicas de ensino superior estão ofertando 55.571 vagas.	None
yeah well have you heard anything about Jim Palmer	Have you heard anything from the camp about Jim Palmer?	None
Duas pessoas foram transportadas para um hospital, mas uma delas não resistiu e morreu.	Duas pessoas feridas foram levadas ao hospital e uma faleceu.	Paraphrase
Um antigo funcionário da central de Fukushima foi diagnosticado com cancro, que poderá estar relacionado com a exposição a radiação.	Este caso pode estar relacionado com a exposição a radiação.	Entailment
No Altis, quartel-general do PS, o ambiente já antevia a derrota.	No quartel-general do PS, no hotel Altis, a entrada dos dirigentes marca o ritmo da comunicação social.	None
In addition, attestation engagements performed in accordance with GAGAS are subject to quality control and assurance reviews.	Attestation engagements are in addition performed in accordance with GAGAS are subject to quality control and assurance reviews.	Entailment
Still, when problems crop up after the wedding, you can go to The Marriage Toolbox, which derides the outdated advice of yesteryear's home-economics textbooks in favor of an online journaling technique that helps you release your inner kvetch.	You can write your complaints in The Marriage Toolbox to help you cope with some issues.	None
no i i don't much care for Michael J Fox anyway	I don't like Michael J Fox.	Entailment
"Beginning; early stages; not life-threatening; treatable," he said at a news conference at the Capitol.	Beginning, early stages, not life threatening, treatable, Bruno told a state Capitol news conference.	Paraphrase
A premiê Angela Merkel está sob pressão em seu país para expulsar a Grécia da zona do euro.	A mesma posição é compartilhada pela chanceler da Alemanha, Angela Merkel.	None
Both Mr Blair and Foreign Secretary Jack Straw have denied that Britain had reneged on plans to involve the UN in the reconstruction of Iraq.	Mr Blair and the Foreign Secretary, Jack Straw, have denied Ms Short's claims that Britain has reneged on plans to involve the UN in the reconstruction of Iraq.	Paraphrase
The other principal hotel for nightlife is the Madeira Carlton , which puts on similar theme evenings, plus classical concerts and children's shows.	Guests can enjoy theme evenings, classical concerts, and children's shows at the Madeira Carlton.	Entailment
The rebels suspended peace talks with the government April 21 citing a lack of progress.	The Liberation Tigers of Tamil Eelam suspended peace talks April 21 citing a lack of progress.	Paraphrase
Housing had always been scarce for Hong Kong's Chinese.	The chinese in Hong Kong have always had a hard time finding housing.	Entailment
Results from the two methods were not integrated; both suggested, however, that the program was generally working well (National Science Foundation, 1984).	Results suggested the program was working well.	Entailment
Thorn looked at the pistol in Jon's hand and then up to Jon's cold blue eyes.	Jon shot Thorn first in the left knee, then in the right.	None
well uh i am basically retired now i was a member i was in education and in administration so basically i wore	I'm retired now.	Entailment
126 Chapter 16 Further Adventures of Tommy FROM a darkness punctuated with throbbing stabs of fire, Tommy dragged his senses slowly back to life.	Tommy had a hard time coming back to his senses.	Entailment
Once again, the stunned citizens felt abandoned and betrayed.	The citizens were stunned and felt betrayed and it wasn't for the first time.	Entailment
Ele lembrou que o reajuste foi aprovado nas duas Casas do Congresso antes de ser vetado pela presidente.	Durante a reunião, a presidente também discutiu os vetos que serão apreciados pelo Congresso essa semana.	None
O primeiro-ministro do Japão, Shinzo Abe, considerou que o acordo representa um grande acontecimento para o país e para toda a região.	O acordo foi confirmado pelo primeiro-ministro japonês, Shinzo Abe, citado pela televisão do Japão NHK.	None
A Caixa sorteou na noite deste sábado a Mega-Sena, os numeros sorteados são 58-41-48-50-15-18, pelo concurso 1700.	A Mega-Sena paga milhões para o acertador dos 6 números sorteados.	None
Smiley Burnette i don't know if you're old enough to remember him	I am younger than you.	None
Segundo o ministro, a presidente Dilma, por enquanto, não pensa em reforma ministerial.	A presidente Dilma quer começar a semana chamando os líderes aliados para uma conversa.	None
A Microsoft pretende que os novos centros de dados comecem a ser utilizados já em 2016 pelos membros da União Europeia.	A Microsoft quer construir um novo grupo de centros de dados na Alemanha, controlado pela Deutsche Telekom.	None
i am in uh in uh involved in a four 401K but i'm uh contributing such a such a small amount right now	I'm involved in a 401k, but I put so much money into it last year that I only have to contribute a small amount as of now.	None
There's an abundance of nature, history, art, and modern culture to be explored and enjoyed.	Most visitors spend most of their time exploring nature and modern culture.	None
O time de Unai Emery terá que sair para enfrentar o Las Palmas, também na próxima quarta-feira.	Na segunda etapa, Unai Emery modificou o time.	None
This takes on a metropolitan dimension in Kuala Lumpur.	In Kuala Lumpur, this takes on a metropolitan dimension.	Entailment
The legal ruling follows three days of intense speculation Hewlett-Packard Co. may be bidding for the company.	The legal ruling follows three days of wild volatility in RIM's stock over speculation that PC giant Hewlett-Packard Co. may be bidding for the company.	Paraphrase
They will get the underlying implicit message.	They will take a while to get the underlying implicit message.	None
The male chin grows during puberty in response to testosterone.	Not only does a males chin grow during puberty, facial hair emerges.	None
